beeld URL,modelnaam,tag 1,tag 2,tag 3,tag 4,tag 5,tag 6,tag 7,tag 8,tag 9,tag 10,tag 11, tag 12,tag 13,tag 14,tag 15,tag 16,tag 17,tag 18,tag 19,tag 20
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-0046-00253/full/full/0/default.jpg,Travel,Summer (0.80604523),Boat (0.7277325),Beach (0.7235428),View (0.5035911),Terrace (0.49239028),Surroundings (0.36429805),Water Sports (0.3546067),Golf Course (0.31303447),Kids Area (0.2811592),Autumn (0.20604302),Daytime (0.15978967),Balcony (0.15950672),Garden (0.14913036),Fireplace (0.14127131),Yoga (0.13020775),Massage (0.12816262),Hot Tub (0.11406467),Chair (0.10065803),Communal Areas (0.09307737),Spring (0.09256661)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-0049-0411/full/full/0/default.jpg,Travel,People (0.7027131),Terrace (0.6949264),Summer (0.5490891),Daytime (0.5004839),Surroundings (0.46543968),Animals (0.32660466),Balcony (0.31902996),Stairs (0.2999159),Sports & Activities (0.2870176),Kids Area (0.2181492),Bicycling (0.15100068),Casino (0.11642374),View (0.09620356),Restaurant (0.08483471),Garden (0.08099433),Television (0.077930376),Wedding (0.07762348),Entrance (0.07290595),Communal Areas (0.07255562),Building (0.06699929)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-0052-00044/full/full/0/default.jpg,Travel,null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-0054-0296/full/full/0/default.jpg,Travel,Kids Area (0.5787577),Boat (0.46153635),Wedding (0.40287048),Hot Tub (0.39492193),Garden (0.37203613),Spring (0.35898718),Summer (0.31865752),Fireplace (0.26660457),Autumn (0.22511737),Water Sports (0.20954354),Surroundings (0.20820728),Massage (0.19787522),Snow & Ski Sports (0.16695233),Yoga (0.15000711),Television (0.14718705),Reception (0.14077142),Beach (0.13625284),People (0.13265747),Golf Course (0.13235763),Terrace (0.13011858)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-0066-0010/full/full/0/default.jpg,Travel,People (0.7258972),Entrance (0.50121164),Building (0.3335289),Daytime (0.32059065),Wedding (0.29910177),Sports & Activities (0.2990242),Kids Area (0.26082912),Nighttime (0.2517434),Animals (0.23606996),Gift Shop (0.21580891),Television (0.19970416),Casino (0.19669601),Reception (0.16272876),Fountain (0.13005087),Summer (0.12790005),Bar (0.122914664),Autumn (0.12255773),Food & Beverages (0.11599233),Bicycling (0.113378234),Snow & Ski Sports (0.11063526)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-0075-0204/full/full/0/default.jpg,Travel,People (0.93543565),Animals (0.6228584),Daytime (0.530149),Snow & Ski Sports (0.52574176),Restaurant (0.36245337),Summer (0.29615274),Sports & Activities (0.28941876),Surroundings (0.25781107),Bicycling (0.23541123),Winter (0.22211723),Food & Beverages (0.18901083),Nighttime (0.18340339),Terrace (0.18041778),Fireplace (0.15874356),Entrance (0.13448001),Television (0.13123722),Kids Area (0.105451904),Wedding (0.10511406),Bar (0.105107464),Couch (0.08624126)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-0078-0046/full/full/0/default.jpg,Travel,Boat (0.94908786),Water Sports (0.542793),People (0.5222956),Beach (0.5063603),Summer (0.46829408),Wedding (0.21051557),Daytime (0.19141546),Sports & Activities (0.16499273),Yoga (0.15102944),Surroundings (0.105671205),Fountain (0.10566234),Water Park (0.08443116),Spring (0.07645304),Snow & Ski Sports (0.07321521),Terrace (0.07213448),Bicycling (0.06740232),Hot Tub (0.0666157),Balcony (0.05603796),Television (0.053741995),Outdoor Pool (0.05270702)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-0078-0084/full/full/0/default.jpg,Travel,Building (0.6401177),Summer (0.61356485),Winter (0.5219477),Wedding (0.50149816),Snow & Ski Sports (0.4971357),Entrance (0.4891966),Autumn (0.42963064),Spring (0.37961853),Fireplace (0.3384157),Daytime (0.32008335),Boat (0.31794125),Surroundings (0.30554152),Terrace (0.2605989),Yoga (0.25917011),View (0.2453589),Nighttime (0.22908646),Animals (0.22306335),People (0.21333534),Reception (0.20832402),Logo (0.16889025)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-0078-0352/full/full/0/default.jpg,Travel,Kids Area (0.78997797),Summer (0.749526),People (0.6210205),Sports & Activities (0.45878953),Water Sports (0.43959045),Beach (0.43748477),Snow & Ski Sports (0.3224914),Autumn (0.30505493),Terrace (0.20070052),Daytime (0.16231947),Boat (0.14574029),Surroundings (0.13529886),Yoga (0.112964764),Bicycling (0.111162245),Hot Tub (0.09684904),Wellness & Spa (0.092217356),Spring (0.08254168),Wedding (0.07597198),View (0.06890125),Sauna (0.06741775)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-0078-0783/full/full/0/default.jpg,Travel,Autumn (0.75376207),Gift Shop (0.62955815),Kids Area (0.54600644),Food & Beverages (0.39607236),Sports & Activities (0.2624974),Summer (0.21001884),Communal Areas (0.15182444),Reception (0.14498311),Terrace (0.14044988),Entrance (0.13777545),Breakfast Buffet (0.12131591),View (0.113376126),Restaurant (0.100480534),Wedding (0.08586247),Surroundings (0.0857617),Stairs (0.085490115),Garden (0.079658456),Animals (0.07853321),Balcony (0.07189936),Daytime (0.06711781)
